,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,111249.11,368291.81,13083.78,13518.26,222406.38,30734.96,163729.15,561794.3,599203.85,219170.57,297121.57,434207.15,295160.84,293213.61,118474.38,336078.62,224001.54,525415.23,398110.67,72362.34,601672.09,63526.08,597432.66,184962.44,389199.81,246878.58,379647.96,12129.58,224852.12,181332.21,422640.89,88005.21,336202.14,101286.63,218971.34,478072.56,121260.95,123327.6,183343.99,286330.79,167112.69,150044.87,208222.07,177946.75,199761.84,209791.5,418127.7,175091.79,232256.17
1,111249.11,0.0,425691.64,88312.17,79441.13,108497.33,59783.77,98827.19,600023.09,553095.39,114107.28,359648.68,493501.35,446202.58,298608.78,181202.66,387123.64,109744.16,614514.96,447190.03,36487.03,550117.79,39999.58,550242.66,252102.72,438558.57,303345.74,428649.82,131966.97,118761.47,65159.53,484079.87,231452.03,413102.57,253756.45,107185.47,567347.02,8356.4,28512.77,216289.11,443473.15,53479.41,28097.69,251437.86,71120.75,101119.61,97342.81,477133.3,77280.08,122748.15
2,368291.81,425691.64,0.0,398284.59,405491.42,570087.2,403597.54,538907.13,218045.62,238842.37,573359.31,28859.91,57636.46,63617.61,231736.17,248706.52,16948.88,570880.15,201635.05,40864.32,359062.52,240995.09,348467.4,237623.93,148593.02,36124.96,77054.8,42624.85,341839.68,579843.35,523740.26,42786.39,238231.09,16843.15,232814.94,567068.55,170041.09,437750.4,461800.2,181319.3,215463.68,506881.05,481221.16,191105.59,527995.16,554792.33,556525.53,28871.13,528277.6,584786.5
3,13083.78,88312.17,398284.59,0.0,12449.72,189825.51,15166.89,137720.91,593453.18,628687.7,185767.45,331881.32,465059.7,348867.62,302698.74,138823.93,364046.95,191685.44,568240.37,426526.42,59008.6,631342.41,51744.6,626966.67,221255.53,417365.49,278399.44,407313.77,26944.09,192039.27,149924.62,452809.53,115994.49,379857.69,132755.02,186671.73,517554.25,98099.29,94838.04,205652.24,323231.44,136538.07,121407.9,220860.68,144929.78,166781.45,177506.83,448250.95,142461.74,199212.56
4,13518.26,79441.13,405491.42,12449.72,0.0,179267.58,16204.1,133770.08,602505.08,636125.6,176150.93,335569.76,471838.98,336527.24,262078.47,134159.43,370677.29,181247.45,568775.99,432590.55,50835.07,639097.17,48510.06,634424.84,219295.83,423781.48,278145.72,413591.68,17825.61,183030.4,139414.64,460679.98,103474.26,380819.07,117058.16,176649.2,519985.95,87802.47,87068.43,192082.45,309194.55,126567.15,110936.45,181709.99,135051.68,157456.41,167498.02,456529.31,133010.21,189498.88
5,222406.38,108497.33,570087.2,189825.51,179267.58,0.0,171649.71,33428.57,726764.89,652768.42,4256.43,503853.33,637621.57,586395.39,417109.67,322326.17,531413.79,4428.17,755007.22,589585.06,160809.62,649418.14,161715.81,649811.89,395763.29,580956.72,447550.12,570686.83,248063.94,12315.21,21607.7,627358.15,345776.17,556871.79,369644.35,4781.79,705379.8,93123.55,78422.42,360514.95,562042.7,28807.6,39003.63,378114.46,36606.04,21177.29,3632.92,621303.07,39664.5,5897.95
6,30734.96,59783.77,403597.54,15166.89,16204.1,171649.71,0.0,120513.5,605158.93,635459.3,171936.52,337340.97,471220.02,389108.57,285659.05,144583.02,366679.43,173455.53,585145.36,428556.59,35691.99,638449.54,32645.16,633898.86,234392.74,419563.03,282557.64,410147.01,47166.05,178917.62,129112.12,460421.81,143085.92,389216.86,164523.95,169459.56,534151.11,67734.01,70193.07,199602.4,356069.55,114878.26,95104.22,213073.69,128590.87,153318.48,159407.44,455122.54,128224.52,184161.29
7,163729.15,98827.19,538907.13,137720.91,133770.08,33428.57,120513.5,0.0,701740.38,708942.74,22903.17,472220.08,606339.37,547798.99,399223.89,291186.48,502023.35,41533.42,717124.91,561595.98,146401.98,709166.27,148371.26,706826.4,367331.21,552531.85,418281.6,542122.43,195013.7,30264.18,29241.96,594610.88,290514.32,523727.23,299361.83,37231.77,665161.61,82655.12,63264.79,334830.29,507023.44,33530.32,43408.57,346732.04,18025.06,13571.95,33830.92,589240.38,15832.9,37721.15
8,561794.3,600023.09,218045.62,593453.18,602505.08,726764.89,605158.93,701740.38,0.0,59128.49,726826.55,279774.23,122798.49,173168.08,475829.43,456336.3,265004.49,727352.1,39584.71,213484.58,539789.2,66500.71,528240.6,68570.46,388645.01,220465.58,348395.68,225677.08,536338.23,730106.35,684972.54,142903.26,376365.42,218001.9,406738.03,722246.9,58291.46,611018.55,627073.62,432627.97,257359.93,669168.36,649867.17,400723.65,686065.47,709292.99,712996.71,155368.49,684075.0,736000.27
9,599203.85,553095.39,238842.37,628687.7,636125.6,652768.42,635459.3,708942.74,59128.49,0.0,706118.46,303779.39,168492.13,258055.14,478115.98,482997.87,273807.66,643594.96,125466.53,213658.04,479882.9,8866.27,440274.79,3260.6,411358.54,221181.29,362698.34,229072.9,574419.82,666774.37,592194.28,180608.36,506301.33,256666.87,493077.22,652865.67,165180.83,547031.27,545990.75,450640.47,380111.79,550926.33,547216.88,466721.2,605110.84,715685.07,624318.56,188619.28,577926.35,629105.48
10,219170.57,114107.28,573359.31,185767.45,176150.93,4256.43,171936.52,22903.17,726826.55,706118.46,0.0,506779.34,640864.24,586395.33,421688.09,325029.7,535023.21,9700.56,755177.1,593044.06,164559.62,705285.16,166401.24,703810.85,399444.46,584471.27,451235.38,574068.78,244699.56,11811.22,26817.23,629932.11,340459.84,559673.67,360669.18,9395.96,704053.75,97788.19,82937.53,364933.0,555015.16,35255.56,46717.45,379496.98,33579.13,10337.89,9910.22,624305.77,34890.82,8431.51
11,297121.57,359648.68,28859.91,331881.32,335569.76,503853.33,337340.97,472220.08,279774.23,303779.39,506779.34,0.0,116717.48,98521.93,205295.01,180016.45,16754.57,504770.72,258354.03,65951.21,294732.29,307251.23,284033.89,302509.54,83532.88,58448.22,41912.5,54960.21,265567.26,513570.67,457729.28,107343.33,207691.21,43231.11,208650.17,500981.72,223705.39,372523.48,396096.18,125393.91,237284.38,440809.15,415727.52,146330.32,461682.68,488245.63,490283.87,73085.79,461612.05,518445.89
12,434207.15,493501.35,57636.46,465059.7,471838.98,637621.57,471220.02,606339.37,122798.49,168492.13,640864.24,116717.48,0.0,93348.01,296649.02,318475.18,83701.53,638420.14,118806.12,37325.13,427301.36,176339.31,416796.35,169517.52,241328.99,43438.84,177759.97,47329.34,408650.13,647391.45,591389.94,21610.44,279643.2,72840.38,282455.37,634660.59,101113.95,505457.57,529638.85,277709.09,215506.65,574523.23,548997.17,259122.63,595548.48,622412.38,624165.65,29187.82,595717.46,652328.37
13,295160.84,446202.58,63617.61,348867.62,336527.24,586395.39,389108.57,547798.99,173168.08,258055.14,586395.33,98521.93,93348.01,0.0,280091.35,251089.73,88712.7,587177.31,132916.33,110669.35,380013.68,259345.23,367832.24,259098.31,182648.82,107151.52,134986.88,117435.69,255307.02,591823.17,540741.79,98127.48,104260.86,51482.35,130911.78,582389.81,120074.46,458635.44,476677.15,219943.96,107135.72,523580.72,500583.93,158304.84,543437.48,566688.57,572144.05,81973.22,540609.37,598838.45
14,293213.61,298608.78,231736.17,302698.74,262078.47,417109.67,285659.05,399223.89,475829.43,478115.98,421688.09,205295.01,296649.02,280091.35,0.0,174050.8,216325.44,419214.04,451072.3,237751.4,259663.58,486614.84,255610.59,479432.17,145320.58,242385.91,142394.43,244835.77,277223.03,434564.05,379510.11,295693.51,259879.95,257944.55,235665.19,418719.23,407978.87,311272.7,336050.79,142558.69,342882.87,367731.24,341813.3,35641.5,381907.12,411309.47,408862.37,250717.63,387257.14,433669.58
15,118474.38,181202.66,248706.52,138823.93,134159.43,322326.17,144583.02,291186.48,456336.3,482997.87,325029.7,180016.45,318475.18,251089.73,174050.8,0.0,211166.75,323440.48,439825.05,269494.4,118850.92,486548.55,108408.63,481734.61,42950.76,261755.72,89563.48,253250.06,102746.58,332053.81,276804.8,308635.07,118237.45,240073.41,122255.81,319649.88,391804.97,193700.01,216029.87,29968.79,283395.51,260385.36,235925.61,109528.52,280149.76,306690.41,309117.53,303615.91,280272.88,336693.47
16,336078.62,387123.64,16948.88,364046.95,370677.29,531413.79,366679.43,502023.35,265004.49,273807.66,535023.21,16754.57,83701.53,88712.7,216325.44,211166.75,0.0,532320.92,252656.1,39961.91,322392.65,276668.31,312273.1,272356.4,117958.37,34154.04,59935.43,33604.8,312355.4,542074.62,485434.68,67818.21,260588.57,42609.03,252796.58,528837.82,215584.99,400090.44,424445.25,155366.73,255112.48,468718.03,442895.92,177147.79,489733.99,516982.97,518118.66,37590.58,490693.67,546406.09
17,224001.54,109744.16,570880.15,191685.44,181247.45,4428.17,173455.53,41533.42,727352.1,643594.96,9700.56,504770.72,638420.14,587177.31,419214.04,323440.48,532320.92,0.0,755903.01,590438.08,160122.14,639808.97,160860.71,640518.53,396413.46,581917.52,448514.82,571620.07,249860.0,16893.34,24231.24,628183.76,347791.67,557596.76,371165.1,3166.75,706598.72,94769.03,80025.83,361434.26,563662.95,31686.0,41410.62,380346.61,38977.56,27516.69,4029.39,622039.27,41803.46,8124.3
18,525415.23,614514.96,201635.05,568240.37,568775.99,755007.22,585145.36,717124.91,39584.71,125466.53,755177.1,258354.03,118806.12,132916.33,451072.3,439825.05,252656.1,755903.01,0.0,209512.6,548260.77,131825.09,536660.01,132500.23,371681.44,213087.57,323167.78,217834.38,488171.8,760709.2,709355.99,138737.33,290680.2,197347.25,334177.8,751277.26,7768.93,626260.29,646235.93,418378.78,181678.52,692377.79,669208.99,338596.86,711926.59,735533.87,740925.45,148958.29,709441.34,767640.24
19,398110.67,447190.03,40864.32,426526.42,432590.55,589585.06,428556.59,561595.98,213484.58,213658.04,593044.06,65951.21,37325.13,110669.35,237751.4,269494.4,39961.91,590438.08,209512.6,0.0,382517.88,216670.41,372552.2,212863.6,181841.32,7014.04,115075.6,7579.16,374637.63,600351.29,543989.63,31444.35,317078.8,71639.78,314065.75,586996.08,179441.76,459046.93,483945.51,215850.71,271259.37,527644.38,501828.79,191017.19,548286.42,575744.01,576508.22,18256.89,549655.0,604440.61
20,72362.34,36487.03,359062.52,59008.6,50835.07,160809.62,35691.99,146401.98,539789.2,479882.9,164559.62,294732.29,427301.36,380013.68,259663.58,118850.92,322392.65,160122.14,548260.77,382517.88,0.0,475674.74,2323.88,477042.55,183921.83,374374.97,239272.4,364964.45,87925.42,163304.24,122419.43,418335.0,182797.88,346201.92,203737.59,154911.7,502471.09,47845.04,69539.31,151770.99,389453.63,107256.24,83936.39,207037.58,122992.76,152129.87,145704.67,411196.34,120840.32,164198.36
21,601672.09,550117.79,240995.09,631342.41,639097.17,649418.14,638449.54,709166.27,66500.71,8866.27,705285.16,307251.23,176339.31,259345.23,486614.84,486548.55,276668.31,639808.97,131825.09,216670.41,475674.74,0.0,433815.62,8468.97,414340.16,225265.51,366593.92,233731.95,576796.7,663822.23,587544.92,181424.94,508303.17,257451.82,494017.42,649813.59,171593.78,543429.48,541339.74,454573.85,387272.98,544697.89,541355.55,473954.36,601180.71,715708.19,620134.94,188554.9,572678.22,624283.31
22,63526.08,39999.58,348467.4,51744.6,48510.06,161715.81,32645.16,148371.26,528240.6,440274.79,166401.24,284033.89,416796.35,367832.24,255610.59,108408.63,312273.1,160860.71,536660.01,372552.2,2323.88,433815.62,0.0,436894.47,175111.52,364326.89,229372.81,354981.68,77764.7,164517.61,123612.69,407415.14,171796.97,335296.49,192033.37,156010.6,490304.38,51973.03,72060.48,143838.82,377901.65,108782.62,88140.69,200139.86,123735.63,154355.25,146391.0,400380.47,119824.79,163193.58
23,597432.66,550242.66,237623.93,626966.67,634424.84,649811.89,633898.86,706826.4,68570.46,3260.6,703810.85,302509.54,169517.52,259098.31,479432.17,481734.61,272356.4,640518.53,132500.23,212863.6,477042.55,8468.97,436894.47,0.0,409888.68,221026.9,361734.92,229009.28,572524.58,663954.62,588893.18,177752.42,503877.32,255158.16,490060.05,650069.57,168946.78,544165.67,542913.56,449915.64,383351.59,547345.23,543640.9,466481.06,601963.96,713477.62,621163.77,186615.16,574497.63,625717.72
24,184962.44,252102.72,148593.02,221255.53,219295.83,395763.29,234392.74,367331.21,388645.01,411358.54,399444.46,83532.88,241328.99,182648.82,145320.58,42950.76,117958.37,396413.46,371681.44,181841.32,183921.83,414340.16,175111.52,409888.68,0.0,178329.52,25078.47,172907.81,160773.8,406382.07,349393.93,236776.72,152427.26,147577.95,155514.06,392725.79,331931.96,263835.52,288759.27,17805.95,275754.17,332636.0,306880.78,99188.29,354181.62,381691.73,382237.09,206153.94,354947.3,410760.63
25,389199.81,438558.57,36124.96,417365.49,423781.48,580956.72,419563.03,552531.85,220465.58,221181.29,584471.27,58448.22,43438.84,107151.52,242385.91,261755.72,34154.04,581917.52,213087.57,7014.04,374374.97,225265.51,364326.89,221026.9,178329.52,0.0,112319.29,4435.43,365554.15,591801.07,535625.56,34426.18,306412.96,68478.0,305055.44,578503.8,183607.62,451322.97,475399.76,214224.09,272329.95,519268.17,493520.79,189969.54,539676.39,566970.28,568032.03,17825.9,540995.42,595731.5
26,246878.58,303345.74,77054.8,278399.44,278145.72,447550.12,282557.64,418281.6,348395.68,362698.34,451235.38,41912.5,177759.97,134986.88,142394.43,89563.48,59935.43,448514.82,323167.78,115075.6,239272.4,366593.92,229372.81,361734.92,25078.47,112319.29,0.0,108880.25,224494.76,458973.31,401525.06,172219.15,201685.98,92875.66,198618.39,445273.3,280746.06,316620.43,341007.3,52892.58,260354.78,385073.91,358563.06,92323.47,405868.94,433608.82,434429.04,129675.55,407337.58,462772.18
27,379647.96,428649.82,42624.85,407313.77,413591.68,570686.83,410147.01,542122.43,225677.08,229072.9,574068.78,54960.21,47329.34,117435.69,244835.77,253250.06,33604.8,571620.07,217834.38,7579.16,364964.45,233731.95,354981.68,229009.28,172907.81,4435.43,108880.25,0.0,355916.07,581278.38,525345.3,39284.92,294053.59,77316.53,292893.85,568188.98,188378.12,441474.3,465404.01,211477.81,273396.31,508960.66,483451.12,189780.74,529334.35,556536.65,557590.48,25602.9,530422.92,585229.47
28,12129.58,131966.97,341839.68,26944.09,17825.61,248063.94,47166.05,195013.7,536338.23,574419.82,244699.56,265567.26,408650.13,255307.02,277223.03,102746.58,312355.4,249860.0,488171.8,374637.63,87925.42,576796.7,77764.7,572524.58,160773.8,365554.15,224494.76,355916.07,0.0,250885.52,206697.24,398417.26,67701.43,298482.08,78652.31,244950.88,443688.81,142844.15,147758.74,163151.51,259876.42,192089.7,174221.07,190220.47,203508.15,225452.8,235469.3,394001.46,200966.88,258139.19
29,224852.12,118761.47,579843.35,192039.27,183030.4,12315.21,178917.62,30264.18,730106.35,666774.37,11811.22,513570.67,647391.45,591823.17,434564.05,332053.81,542074.62,16893.34,760709.2,600351.29,163304.24,663822.23,164517.61,663954.62,406382.07,591801.07,458973.31,581278.38,250885.52,0.0,38901.54,636191.71,346621.8,565155.24,369255.73,17372.39,710501.43,104621.45,87472.5,372971.02,560941.05,47614.56,59777.43,390391.22,39309.61,20151.49,20442.15,630185.75,39237.78,6076.4
30,181332.21,65159.53,523740.26,149924.62,139414.64,21607.7,129112.12,29241.96,684972.54,592194.28,26817.23,457729.28,591389.94,540741.79,379510.11,276804.8,485434.68,24231.24,709355.99,543989.63,122419.43,587544.92,123612.69,588893.18,349393.93,535625.56,401525.06,525345.3,206697.24,38901.54,0.0,581263.65,306263.48,510531.5,329862.69,22529.84,660512.69,54128.75,36309.31,314592.1,522533.14,3756.78,10387.77,337687.51,12144.51,22603.82,15099.79,575051.35,15558.05,37069.06
31,422640.89,484079.87,42786.39,452809.53,460679.98,627358.15,460421.81,594610.88,142903.26,180608.36,629932.11,107343.33,21610.44,98127.48,295693.51,308635.07,67818.21,628183.76,138737.33,31444.35,418335.0,181424.94,407415.14,177752.42,236776.72,34426.18,172219.15,39284.92,398417.26,636191.71,581263.65,0.0,291044.12,64872.21,291627.26,624208.28,120912.39,496739.05,519249.88,276838.28,231941.86,564382.13,539324.31,265702.43,584966.35,610942.31,613670.59,12697.97,584498.33,641342.94
32,88005.21,231452.03,238231.09,115994.49,103474.26,345776.17,143085.92,290514.32,376365.42,506301.33,340459.84,207691.21,279643.2,104260.86,259879.95,118237.45,260588.57,347791.67,290680.2,317078.8,182797.88,508303.17,171796.97,503877.32,152427.26,306412.96,201685.98,294053.59,67701.43,346621.8,306263.48,291044.12,0.0,193782.1,24082.83,342826.19,272305.46,243125.78,248564.09,166482.18,98152.43,292165.17,274730.92,166480.57,300714.15,321617.81,333878.79,283084.65,298261.3,354116.88
33,336202.14,413102.57,16843.15,379857.69,380819.07,556871.79,389216.86,523727.23,218001.9,256666.87,559673.67,43231.11,72840.38,51482.35,257944.55,240073.41,42609.03,557596.76,197347.25,71639.78,346201.92,257451.82,335296.49,255158.16,147577.95,68478.0,92875.66,77316.53,298482.08,565155.24,510531.5,64872.21,193782.1,0.0,192237.43,553492.92,174939.21,425199.78,447704.24,188083.17,189133.84,493382.31,468690.65,179241.05,514380.54,540187.38,542919.74,48143.21,513710.1,570951.87
34,101286.63,253756.45,232814.94,132755.02,117058.16,369644.35,164523.95,299361.83,406738.03,493077.22,360669.18,208650.17,282455.37,130911.78,235665.19,122255.81,252796.58,371165.1,334177.8,314065.75,203737.59,494017.42,192033.37,490060.05,155514.06,305055.44,198618.39,292893.85,78652.31,369255.73,329862.69,291627.26,24082.83,192237.43,0.0,365845.62,304721.53,266794.4,271741.99,160890.82,156401.68,315440.83,298491.84,142434.78,321553.39,341093.15,356953.03,282424.94,320069.74,376506.25
35,218971.34,107185.47,567068.55,186671.73,176649.2,4781.79,169459.56,37231.77,722246.9,652865.67,9395.96,500981.72,634660.59,582389.81,418719.23,319649.88,528837.82,3166.75,751277.26,586996.08,154911.7,649813.59,156010.6,650069.57,392725.79,578503.8,445273.3,568188.98,244950.88,17372.39,22529.84,624208.28,342826.19,553492.92,365845.62,0.0,701975.02,92272.47,76934.08,358261.23,558450.46,31255.85,41089.03,378221.07,34189.61,22703.24,3480.68,618087.88,36419.77,11116.41
36,478072.56,567347.02,170041.09,517554.25,519985.95,705379.8,534151.11,665161.61,58291.46,165180.83,704053.75,223705.39,101113.95,120074.46,407978.87,391804.97,215584.99,706598.72,7768.93,179441.76,502471.09,171593.78,490304.38,168946.78,331931.96,183607.62,280746.06,188378.12,443688.81,710501.43,660512.69,120912.39,272305.46,174939.21,304721.53,701975.02,0.0,580083.01,597702.83,375094.68,174684.16,644000.04,620964.28,303867.82,661782.87,684958.67,691726.59,133308.72,659213.03,717302.03
37,121260.95,8356.4,437750.4,98099.29,87802.47,93123.55,67734.01,82655.12,611018.55,547031.27,97788.19,372523.48,505457.57,458635.44,311272.7,193700.01,400090.44,94769.03,626260.29,459046.93,47845.04,543429.48,51973.03,544165.67,263835.52,451322.97,316620.43,441474.3,142844.15,104621.45,54128.75,496739.05,243125.78,425199.78,266794.4,92272.47,580083.01,0.0,22312.25,228500.5,456886.19,45053.23,23425.88,265841.71,57132.22,86266.69,83080.24,489923.55,62721.48,107232.51
38,123327.6,28512.77,461800.2,94838.04,87068.43,78422.42,70193.07,63264.79,627073.62,545990.75,82937.53,396096.18,529638.85,476677.15,336050.79,216029.87,424445.25,80025.83,646235.93,483945.51,69539.31,541339.74,72060.48,542913.56,288759.27,475399.76,341007.3,465404.01,147758.74,87472.5,36309.31,519249.88,248564.09,447704.24,271741.99,76934.08,597702.83,22312.25,0.0,255091.83,463526.72,26503.89,14937.44,286532.53,39184.1,69242.79,67104.68,512760.9,45362.0,91499.02
39,183343.99,216289.11,181319.3,205652.24,192082.45,360514.95,199602.4,334830.29,432627.97,450640.47,364933.0,125393.91,277709.09,219943.96,142558.69,29968.79,155366.73,361434.26,418378.78,215850.71,151770.99,454573.85,143838.82,449915.64,17805.95,214224.09,52892.58,211477.81,163151.51,372971.02,314592.1,276838.28,166482.18,188083.17,160890.82,358261.23,375094.68,228500.5,255091.83,0.0,301571.58,298031.97,271729.85,90893.3,319663.76,348125.72,347610.18,235855.45,321957.2,376571.09
40,286330.79,443473.15,215463.68,323231.44,309194.55,562042.7,356069.55,507023.44,257359.93,380111.79,555015.16,237284.38,215506.65,107135.72,342882.87,283395.51,255112.48,563662.95,181678.52,271259.37,389453.63,387272.98,377901.65,383351.59,275754.17,272329.95,260354.78,273396.31,259876.42,560941.05,522533.14,231941.86,98152.43,189133.84,156401.68,558450.46,174684.16,456886.19,463526.72,301571.58,0.0,507645.73,490041.87,226721.42,516301.41,536848.59,549297.23,227012.63,513859.88,568386.21
41,167112.69,53479.41,506881.05,136538.07,126567.15,28807.6,114878.26,33530.32,669168.36,550926.33,35255.56,440809.15,574523.23,523580.72,367731.24,260385.36,468718.03,31686.0,692377.79,527644.38,107256.24,544697.89,108782.62,547345.23,332636.0,519268.17,385073.91,508960.66,192089.7,47614.56,3756.78,564382.13,292165.17,493382.31,315440.83,31255.85,644000.04,45053.23,26503.89,298031.97,507645.73,0.0,7958.89,324003.32,11646.29,31480.86,23242.79,557979.22,17236.68,45472.66
42,150044.87,28097.69,481221.16,121407.9,110936.45,39003.63,95104.22,43408.57,649867.17,547216.88,46717.45,415727.52,548997.17,500583.93,341813.3,235925.61,442895.92,41410.62,669208.99,501828.79,83936.39,541355.55,88140.69,543640.9,306880.78,493520.79,358563.06,483451.12,174221.07,59777.43,10387.77,539324.31,274730.92,468690.65,298491.84,41089.03,620964.28,23425.88,14937.44,271729.85,490041.87,7958.89,0.0,300339.81,17240.96,40299.48,31930.48,532976.31,22180.88,57881.25
43,208222.07,251437.86,191105.59,220860.68,181709.99,378114.46,213073.69,346732.04,400723.65,466721.2,379496.98,146330.32,259122.63,158304.84,35641.5,109528.52,177147.79,380346.61,338596.86,191017.19,207037.58,473954.36,200139.86,466481.06,99188.29,189969.54,92323.47,189780.74,190220.47,390391.22,337687.51,265702.43,166480.57,179241.05,142434.78,378221.07,303867.82,265841.71,286532.53,90893.3,226721.42,324003.32,300339.81,0.0,338447.54,365272.53,367841.76,213773.57,340260.27,392136.29
44,177946.75,71120.75,527995.16,144929.78,135051.68,36606.04,128590.87,18025.06,686065.47,605110.84,33579.13,461682.68,595548.48,543437.48,381907.12,280149.76,489733.99,38977.56,711926.59,548286.42,122992.76,601180.71,123735.63,601963.96,354181.62,539676.39,405868.94,529334.35,203508.15,39309.61,12144.51,584966.35,300714.15,514380.54,321553.39,34189.61,661782.87,57132.22,39184.1,319663.76,516301.41,11646.29,17240.96,338447.54,0.0,17073.28,27341.33,579062.21,1985.09,42778.95
45,199761.84,101119.61,554792.33,166781.45,157456.41,21177.29,153318.48,13571.95,709292.99,715685.07,10337.89,488245.63,622412.38,566688.57,411309.47,306690.41,516982.97,27516.69,735533.87,575744.01,152129.87,715708.19,154355.25,713477.62,381691.73,566970.28,433608.82,556536.65,225452.8,20151.49,22603.82,610942.31,321617.81,540187.38,341093.15,22703.24,684958.67,86266.69,69242.79,348125.72,536848.59,31480.86,40299.48,365272.53,17073.28,0.0,19140.53,605324.22,15098.07,26615.84
46,209791.5,97342.81,556525.53,177506.83,167498.02,3632.92,159407.44,33830.92,712996.71,624318.56,9910.22,490283.87,624165.65,572144.05,408862.37,309117.53,518118.66,4029.39,740925.45,576508.22,145704.67,620134.94,146391.0,621163.77,382237.09,568032.03,434429.04,557590.48,235469.3,20442.15,15099.79,613670.59,333878.79,542919.74,356953.03,3480.68,691726.59,83080.24,67104.68,347610.18,549297.23,23242.79,31930.48,367841.76,27341.33,19140.53,0.0,607429.0,30173.71,14191.06
47,418127.7,477133.3,28871.13,448250.95,456529.31,621303.07,455122.54,589240.38,155368.49,188619.28,624305.77,73085.79,29187.82,81973.22,250717.63,303615.91,37590.58,622039.27,148958.29,18256.89,411196.34,188554.9,400380.47,186615.16,206153.94,17825.9,129675.55,25602.9,394001.46,630185.75,575051.35,12697.97,283084.65,48143.21,282424.94,618087.88,133308.72,489923.55,512760.9,235855.45,227012.63,557979.22,532976.31,213773.57,579062.21,605324.22,607429.0,0.0,578717.9,635493.95
48,175091.79,77280.08,528277.6,142461.74,133010.21,39664.5,128224.52,15832.9,684075.0,577926.35,34890.82,461612.05,595717.46,540609.37,387257.14,280272.88,490693.67,41803.46,709441.34,549655.0,120840.32,572678.22,119824.79,574497.63,354947.3,540995.42,407337.58,530422.92,200966.88,39237.78,15558.05,584498.33,298261.3,513710.1,320069.74,36419.77,659213.03,62721.48,45362.0,321957.2,513859.88,17236.68,22180.88,340260.27,1985.09,15098.07,30173.71,578717.9,0.0,43245.48
49,232256.17,122748.15,584786.5,199212.56,189498.88,5897.95,184161.29,37721.15,736000.27,629105.48,8431.51,518445.89,652328.37,598838.45,433669.58,336693.47,546406.09,8124.3,767640.24,604440.61,164198.36,624283.31,163193.58,625717.72,410760.63,595731.5,462772.18,585229.47,258139.19,6076.4,37069.06,641342.94,354116.88,570951.87,376506.25,11116.41,717302.03,107232.51,91499.02,376571.09,568386.21,45472.66,57881.25,392136.29,42778.95,26615.84,14191.06,635493.95,43245.48,0.0
